Title,Title_link,Thumbnail,price,oldPrice,discount,product_flag,product_flag1,rating,number of reviews,description,specifiations,model number,category,Brand,affected_area_category,affected_area_subcategory,product_category,possible_skin_conditions,score
Casting Creme Gloss 323 Darkest Warm Brown,https://www.noon.com/saudi-en/casting-creme-gloss-323-darkest-warm-brown/N11266035A/p/?o=aeda310085a8d2ab,https://f.nooncdn.com/p/v1655720472/N11266035A_1.jpg?format=jpg&amp;width=240,SAR 55.90,,,,,4.4,13,"HighlightsLeaves your hair full of visible shimmering tonesNo ammonia formula for a pleasant smellAchieve natural-looking colour with visible shimmering tones using Casting Crème GlossOverviewL'Oreal Paris 323 Dark Warm Brown Casting Cream Gloss Hair Color is creme formula enriched with patented conditioning complex helps protect the hair fiber inside and out. The conditioner enriched with royal jelly, leaves hair looking revitalized giving exceptional softness and a glossy shine.",SpecificationsColour Name323 Darkest Warm BrownDepartmentWomen,,Hair Color,,['Hair & Scalp'],[],Other,Hair loss,3.5195286648076296
Nutritious Hair Food,https://www.noon.com/saudi-en/nutritious-hair-food/N26458063A/p/?o=b38b7eeb18b2d5cd,https://f.nooncdn.com/p/v1559656725/N26458063A_1.jpg?format=jpg&amp;width=240,SAR 193.50,,,,,5.0,2,"HighlightsEliminates frizz and makes hair healthier and softerHelps to protect your hair from future damagesRegulates metabolism and balances scalp condition, making hair silky and smooth",SpecificationsSize8 DepartmentUnisexModel NumberB00692Q9WQ,Model Number : B00692Q9WQ,Hair & Scalp Treatments,Kuza,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss,Oily scalp",3.0493061443340546
Batiste Pack Of 2 Dry Shampoo Wonder Woman 200ml,https://www.noon.com/saudi-en/batiste-pack-of-2-dry-shampoo-wonder-woman-200ml/Z66D8495578425BDA8176Z/p/?o=z66d8495578425bda8176z-1,https://f.nooncdn.com/p/pzsku/Z66D8495578425BDA8176Z/45/_/1708008853/b94748c1-80c9-4114-a090-157d3ab39f09.jpg?format=jpg&amp;width=240,SAR 49.50,54.95,9% Off,,,4.5,2,"HighlightsInstant Hair Refresh.Removes excess grease.Leaves hair feeling clean and fresh.OverviewPack of 2 Batiste wonder woman dry shampoo with a classic fresh fragrance refreshes hair without drying out. A burst from this can of magic removes oil effectively leaving hair looking clean for you to feel all kinds of fabulous instantly, without drying it out. seize the day and sparkle by night. Give your hair a new lease of life with added body and texture between washes.",SpecificationsSize200 mlDepartmentWomenWhat's In The BoxTwo pack of batiste dry shampoo wonder woman 200 mlTarget Hair TypeAll Hair TypesModel Number5010724537206Model NameBatiste dry shampoo wonder woman 200 ml,Model Number : 5010724537206,Shampoos & Conditioners,Batiste,['Hair & Scalp'],[],Shampoo,"Oily scalp,Dry scalp",2.7993061443340546
Hamaam Al zaith With Keratin Extracts 1000 ml,https://www.noon.com/saudi-en/hamaam-al-zaith-with-keratin-extracts-1000-ml/ZFA728B27926F598B0630Z/p/?o=zfa728b27926f598b0630z-1,https://f.nooncdn.com/p/pzsku/ZFA728B27926F598B0630Z/45/_/1699545302/0e3598a6-0ee4-49b3-b6e4-ab27bdc7c569.jpg?format=jpg&amp;width=240,SAR 39,,,,,,,,SpecificationsDepartmentUnisexTarget Hair TypeAll Hair Types,,Hair & Scalp Treatments,MY BERRY,['Hair & Scalp'],[],Treatment,"Dry scalp,Hair loss",4.0
Shimmer Lights Conditioner 473ml,https://www.noon.com/saudi-en/shimmer-lights-conditioner-473ml/N19800702A/p/?o=ba83052448f4cacc,https://f.nooncdn.com/p/v1544174813/N19800702A_1.jpg?format=jpg&amp;width=240,SAR 74.15,101,26% Off,,,5.0,9,HighlightsRestores manageability and shine to your hairEffectively removes the dull yellow in silver hairLeaves the hair looking voluminous without residue,SpecificationsSize473 mlDepartmentWomenTarget Hair TypeAll Hair TypesHair Treatment TypeSmoothingModel NameShimmer Lights,,Shampoos & Conditioners,CLAIROL,['Hair & Scalp'],[],Conditioner,"Dry scalp,Hair loss",3.651292546497023
Divalent Gift Set For Sensitive And Oily Hair And Scalp,https://www.noon.com/saudi-en/divalent-gift-set-for-sensitive-and-oily-hair-and-scalp/ZBD80A78569B6E1153871Z/p/?o=zbd80a78569b6e1153871z-1,https://f.nooncdn.com/p/pzsku/ZBD80A78569B6E1153871Z/45/_/1696999708/e9ae0b84-08cd-4cb3-b1af-f0ff69580f88.jpg?format=jpg&amp;width=240,SAR 307.95,,,,,,,"HighlightsSpring limited-edition shampoo and mask set to take care of oily roots and sensitized lengthsBring home salon-level care, infused with Mentholm Vitamin B6 and Amino Acids that will help balance sebum level on hair while removing pollution & impurities without strippingThe shampoo purifies the scalp to reduce excess oil and odors while the mask restores hair qualityOverviewApply a quarter size amount of Bain Divalent silicone free shampoo to wet hair, massage from scalp to ends, then rinse. Apply to the mask to shampooed, towel-dried hair. Leave on for 5 minutes. Rinse thoroughly.",SpecificationsDepartmentWomenTarget Hair TypeOily HairHair ConcernDry & DamagedModel Number3474637144258Model Name3474637144258,Model Number : 3474637144258,Hair & Scalp Treatments,,['Hair & Scalp'],[],Treatment,"Oily scalp,Seborrheic dermatitis",4.0
Creastim Lotion Antichute 2X Clear 30ml,https://www.noon.com/saudi-en/creastim-lotion-antichute-2x-clear-30ml/N44465236A/p/?o=e43306234edf88aa,https://f.nooncdn.com/p/v1613477473/N44465236A_1.jpg?format=jpg&amp;width=240,SAR 310,345,10% Off,,,4.0,7,"HighlightsDUCRAY is a brand of Pierre Fabre Dermo-Cosmetics which has obtained the highest level of the For Life reference framework,The blend of highly effective natural ingredientsIdeal for airline travel due to its lightweight and portabilityOverviewAnti-hair loss lotion for occasional hair loss. It slows down hair loss, triggers hair growth, gives hair strength and vitality. Safe in breastfeeding
To be used 3 times weekly for 2 months - Apply 10 sprays on the entire scalp Massage thoroughly - Do not shampoo for the next 2 hours.",SpecificationsColour NameClearSize30 mlDepartmentWomenTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesFormationCream/LotionModel Number3282779421577Model NameCreastim Lotion Antichute,Model Number : 3282779421577,Hair & Scalp Treatments,DUCRAY,['Hair & Scalp'],[],Treatment,Hair loss,3.039720770839918
Intense Nutriton Cream Leave in With Avocado and Shea 200ml,https://www.noon.com/saudi-en/intense-nutriton-cream-leave-in-with-avocado-and-shea-200ml/ZCDB0C1926F1DA160DF7EZ/p/?o=zcdb0c1926f1da160df7ez-1,https://f.nooncdn.com/p/pzsku/ZCDB0C1926F1DA160DF7EZ/45/_/1709198460/5aaeb811-70ba-4a2b-8b84-f908a4235bbe.jpg?format=jpg&amp;width=240,SAR 18,40,55% Off,,,5.0,2,,,,Hair & Scalp Treatments,VOLLAREY,['Hair & Scalp'],[],Treatment,Dry scalp,3.0493061443340546
Serie Expert Blondifier Trio Gift Set 640ml,https://www.noon.com/saudi-en/serie-expert-blondifier-trio-gift-set-640ml/N52149291A/p/?o=ab608e0b7b2b03fb,https://f.nooncdn.com/p/v1639324448/N52149291A_1.jpg?format=jpg&amp;width=240,SAR 391.90,404,,,,5.0,4,"HighlightsFor resurfaced & Illuminated Highlights or Blonde HairReplenishes, smoothes and nourishes the hair fiber, enhancing shine and radiance of blonde hair6x Shinier hair Instrumental test after application of Gloss shampoo + conditioner/maskShampoo: To use: apply evenly on wet hair. Lather. Rinse thoroughly. Repeat the process if necessaryMask: To use: apply evenly on towel-dried hair. Leave on for 3 to 5 minutes. Rinse thoroughly. Conditioner: After shampoo with Blondifier Shampoo, apply evenly on shampooed and towel-dried hair. RinseOverviewProfessional neutralizing anti-yellow shampoo for highlighted or blonde hair. PROFESSIONAL FORMULA Enriched with Açai Berry Extract containing Polyphenols and violet dyes, this formula gently cleanses and resurfaces the hair while neutralizing undesired yellow tones for a cool blonde effect. Blondifier Cool shampoo + concentrate. DESIGNED FOR HAIRDRESSERS Optimum and long-lasting results with continued use of the full Blondifier routine. Blondifier mask Available in all L’Oreal Professionnel salons around the world. MASK : RESURFACING MASK Professional resurfacing and illuminating system mask for highlighted or blonde hair. PROFESSIONAL FORMULA Enriched with Acai Berry Extract containing Polyphenols, this formula replenishes, smoothes and nourishes the hair fiber, enhancing the multidimensional shine and radiance of blonde hair. CONDITIONNER SERIE EXPERT BLONDIFIER resurfacing and illuminating system Conditioner. PROFESSIONAL FORMULA enriched with Acai berry extract containing Polyphenols to help enhance the multidimensional radiance of blonde hair.","SpecificationsSize640 mlDepartmentUnisexWhat's In The BoxL’Oréal Blondifier Gloss Shampoo 300ml, L’Oréal Blondifier Mask 250ml, L’Oréal Absolut Repair 10-in-1 OilTarget Hair TypeAll Hair TypesModel Number3474637054786Model Name3474637054786",Model Number : 3474637054786,Shampoos & Conditioners,,['Hair & Scalp'],[],Shampoo,"Dry scalp,Hair loss",3.3047189562170503
Kathira for  Hair 500 g,https://www.noon.com/saudi-en/kathira-for-hair-500-g/ZE65AAE075D4FFF667E26Z/p/?o=ze65aae075d4fff667e26z-1,https://f.nooncdn.com/p/pzsku/ZE65AAE075D4FFF667E26Z/45/_/1716130436/26c5a839-ea3e-4051-ba26-542b8ec5c25b.jpg?format=jpg&amp;width=240,SAR 39,100,61% Off,,,,,"HighlightsNourishing hair and protecting hair from breakage and giving it softness, gloss and strength so that hair looks more beautiful.",SpecificationsDepartmentUnisexModel Number2781214012079,Model Number : 2781214012079,Hair & Scalp Treatments,Kuwait Shop,['Hair & Scalp'],[],Treatment,Hair loss,4.0
Perfect Treatment No 3 100ml,https://www.noon.com/saudi-en/perfect-treatment-no-3-100ml/N53409794A/p/?o=c70e313d90e1465c,https://f.nooncdn.com/p/v1685630534/N53409794A_1.jpg?format=jpg&amp;width=240,SAR 35,44,20% Off,,,4.1,9,"HighlightsA product that revitalizes hair from root to tip and makes the scalp tonedRepairs damaged and broken bonds Makes hair thicker, manageable, and shiny Useful for all hair typesThis concentrated treatment helps to strengthen and protect your hair, repair damaged strands and restore their healthy shineContains first-of-its-kind, patented bond building technology that reconnects broken disulfide bonds caused by chemical, thermal and mechanical damage to hairOverviewA product that revitalizes hair from the roots to the ends and makes the scalp harmonious Repairs damaged and broken bonds Makes hair thicker, more manageable, and shiny Useful for all hair types",SpecificationsProduct Weight120 gSize100 mlDepartmentWomenTarget Skin TypeAll Skin TypesTarget Hair TypeAll Hair TypesFormationLiquidShelf Life3 yearModel NameOLAPLEX,,Shampoos & Conditioners,Olaplex,['Hair & Scalp'],[],Treatment,Hair loss,3.2012925464970228
Ayurvedic hair oil with bhringraj extract 100ml,https://www.noon.com/saudi-en/ayurvedic-hair-oil-with-bhringraj-extract-100ml/Z6EA16ACD7A180AB24768Z/p/?o=z6ea16acd7a180ab24768z-1,https://f.nooncdn.com/p/pzsku/Z6EA16ACD7A180AB24768Z/45/_/1670968176/2b1228de-04fe-49b2-a311-8e96d8be197f.jpg?format=jpg&amp;width=240,SAR 25,,,,,,,,,,Hair & Scalp Treatments,Sesa,['Hair & Scalp'],[],Oil,"Dandruff,Dry scalp,Hair loss,Oily scalp,Scalp psoriasis,Seborrheic dermatitis",4.0
Body Cream Beauty 400ml,https://www.noon.com/saudi-en/body-cream-beauty-400ml/N11076599A/p/?o=c1c8a49481c9282d,https://f.nooncdn.com/p/v1686224933/N11076599A_1.jpg?format=jpg&amp;width=240,SAR 21.60,26.65,18% Off,,,4.0,8,"HighlightsWith Trichazole ActiveDeeply nourishes hair tipsFortifies strands to reduce hair fallPerfect for strengthening thinning hair from root to tipCombats hair fallOverviewDove Moisturising Shampoo allows you to combat hair fall and is perfect for strengthening thinning hair from root to tip. It fortifies strands to reduce hair fall significantly. This 400ml bottle is great for regular use to give you visibly fuller results.Dove Daily Moisture Shampoo moisturizes for up to 5X smoother hair in just one wash.

The secret to healthy-looking hair starts with advanced care. Dove Daily Moisture Shampoo contains Pro-Moisture Complex that goes to the hair’s cellular level. The formula conditions without excess residue.

Give your hair extra nourishment with Damage Therapy Moisturising Range. With its patented Micro Moisture Serum, it nourishes your hair deep down to help lock in essential moisture.For best results, use with Dove Nutritive Solutions Daily Moisture Shampoo.To experience comprehensive benefits, use with Dove Nutritive Solutions  Moisturising  Conditioner.Squeeze the rich body wash into your hand and work it into a rich, creamy lather. Massage it over your skin – concentrating on any areas that feel a little drier than usual. And then just rinse off, revealing soft, smooth skin.

يسمح لك دوف لتساقط الشعر بمقاومة تساقط الشعر وهو مثالي لتقوية الشعر الخفيف من الجذور حتي الاطراف. يقوي الجذور لتقليل تساقط الشعر بشكل ملحوظ. هذه الزجاجة 400 مل رائعة للاستخدام المنتظم لتمنحك نتائج أكثر وضوحًا.",SpecificationsSize400 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationLiquidModel NameNutritive Solutions,,Shampoos & Conditioners,Dove,['Hair & Scalp'],[],Shampoo,Hair loss,3.09861228866811
Nitro Cinema Collagen100ml Hair Dye 8.07 light matte natural,https://www.noon.com/saudi-en/nitro-cinema-collagen100ml-hair-dye-8-07-light-matte-natural/Z5969A0887230375DE155Z/p/?o=z5969a0887230375de155z-1,https://f.nooncdn.com/p/pzsku/Z5969A0887230375DE155Z/45/_/1710267887/415c4d5a-386b-448f-b4a7-c550780a4158.jpg?format=jpg&amp;width=240,SAR 39,49,20% Off,,,,,"HighlightsComplete coverage of white hairIt penetrates into the hair folds during the coloring processIt is very low in ammonia and rich in collagen.Effective formula: It contains a very small percentage of ammonia and is enhanced with collagen, which penetrates the folds of the hair during the coloring process, to treat damaged hair from the inside out.Long-lasting coloursModerate color, bright (shiny)OverviewNitro Cinema Collagen offers the latest collection of rich colors with high stability and a therapeutic formula that protects your hair from breakage during the dyeing process and treats damage through collagen, which penetrates deeply into the hair to give it shine and vitality.",SpecificationsColour Namelight matte naturalSize100 mlDepartmentWomenTarget Hair TypeAll Hair TypesFormationCreamHair Treatment TypeGloss & ShineShelf Life2 yearModel Number8052742451609Model NameNetro Cinema 1609,Model Number : 8052742451609,Hair Color,NITRO CINEMA,['Hair & Scalp'],[],Other,Hair loss,4.0
100% Natural Coconut Oil 1L,https://www.noon.com/saudi-en/100-natural-coconut-oil-1l/Z1891E8E9CF2A91A19DC5Z/p/?o=z1891e8e9cf2a91a19dc5z-1,https://f.nooncdn.com/p/pzsku/Z1891E8E9CF2A91A19DC5Z/45/_/1708576822/cdb8e77c-b68c-49e3-9604-82a1a561904a.jpg?format=jpg&amp;width=240,SAR 31,,,,,5.0,1,,,,Hair & Scalp Treatments,Parachute,['Hair & Scalp'],[],Oil,"Dry scalp,Dandruff,Seborrheic dermatitis",2.8465735902799727
Natural Recharge Almond And Honey Anti-Breakage Shampoo 400ml,https://www.noon.com/saudi-en/natural-recharge-almond-and-honey-anti-breakage-shampoo-400ml/N24988139A/p/?o=c447b52e2dcad72c,https://f.nooncdn.com/p/v1620741580/N24988139A_1.jpg?format=jpg&amp;width=240,SAR 22,27.10,18% Off,,,3.9,20,"HighlightsThis shampoo can be used on the entire family. This shampoo has a gentle formula that protects the scalp and tames the hair, restoring strength, beauty and shine. Its biodegradable formula was designed to minimize environmental impact. Does not sting the eyes.Gently cleanses your hair to remove daily oils and depositsLeaves hair free-flowing and easy to manageSmooth texture offers deep penetration for enhanced effectsContains almond and honey",SpecificationsSize400 mlDepartmentUnisexTarget Hair TypeAll Hair TypesHair ConcernDry & DamagedHair Treatment TypeSmoothingModel Number6281006425002Model NameNatural Recharge,Model Number : 6281006425002,Shampoos & Conditioners,Sunsilk,['Hair & Scalp'],[],Shampoo,"Dry scalp,Oily scalp",3.4722612188617115
